loss,accuracy,recall_1,val_loss,val_accuracy,val_recall_1
1.0211987495422363,0.5741567015647888,0.32537078857421875,0.8010788559913635,0.7007211446762085,0.565504789352417
0.6864738464355469,0.7115107178688049,0.6009318828582764,0.7063950300216675,0.7193509340286255,0.6448317170143127
0.6017800569534302,0.7418296337127686,0.6617010235786438,0.680607259273529,0.7439903616905212,0.6712740659713745
0.5553123354911804,0.7535109519958496,0.6865074038505554,0.6113590598106384,0.7716346383094788,0.7127403616905212
0.5275052785873413,0.7682110667228699,0.7065231800079346,0.6050916910171509,0.7734375,0.7091346383094788
0.5013175010681152,0.7775954604148865,0.7202388644218445,0.560458242893219,0.7926682829856873,0.7439903616905212
0.47788557410240173,0.7898674607276917,0.7332983613014221,0.5532680749893188,0.7932692170143127,0.7433894276618958
0.47047871351242065,0.7931486964225769,0.7440608739852905,0.543336033821106,0.8064903616905212,0.7584134340286255
0.45864012837409973,0.7961674928665161,0.7468171715736389,0.5202764868736267,0.807692289352417,0.7638221383094788
0.44329720735549927,0.8045018911361694,0.7590891122817993,0.5303969979286194,0.8028846383094788,0.7644230723381042
0.4396502673625946,0.8083081841468811,0.7597453594207764,0.49399247765541077,0.8209134340286255,0.7806490659713745
0.4297083914279938,0.8142144680023193,0.7709016799926758,0.5049536824226379,0.8137019276618958,0.7722355723381042
0.4193803668022156,0.8132300972938538,0.7710985541343689,0.486451655626297,0.8227163553237915,0.778245210647583
0.4213452935218811,0.8137550950050354,0.773920476436615,0.5079622268676758,0.8227163553237915,0.7806490659713745
0.41553452610969543,0.8171675801277161,0.7758892178535461,0.5017971396446228,0.815504789352417,0.7752403616905212
0.40696144104003906,0.8203832507133484,0.7820580005645752,0.4614594578742981,0.831129789352417,0.7974759340286255
0.3993721306324005,0.8217613697052002,0.7840924263000488,0.4813305735588074,0.8131009340286255,0.7830528616905212
0.39735832810401917,0.827995777130127,0.7917049527168274,0.48287180066108704,0.8275240659713745,0.7914663553237915
0.39266061782836914,0.8261582851409912,0.7899987101554871,0.4859585464000702,0.8245192170143127,0.7884615659713745
0.38815242052078247,0.8276020288467407,0.7914424538612366,0.4825054705142975,0.8203125,0.7818509340286255
0.3840755820274353,0.8281926512718201,0.7956424951553345,0.46622011065483093,0.8203125,0.7866586446762085
